"id","facility_name","hours_type","productive_hours"
27440,"SIERRA VISTA HOSPITAL","Administrative Services Cost Centers",63018
27441,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Management & Supervision",0
27442,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Technician & Specialist",0
27443,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Registered Nurse",0
27444,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Licensed Vocational Nurse",0
27445,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Aides & Orderlies",0
27446,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Clerical & Other Administrative",0
27447,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Environmental & Food Services",0
27448,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Other",0
27449,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Contracted Registry Nursing",0
27450,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Contracted Other",0
27451,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Daily Cost Centers",0
27452,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Ambulatory Cost Centers",0
27453,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Ancillary Cost Centers",0
27454,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Education Cost Centers",0
27455,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","General Services Cost Centers",0
27456,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Fiscal Services Cost Centers",0
27457,"SACRAMENTO COUNTY MENTAL HEALTH CENTER","Administrative Services Cost Centers",0
27458,"SUTTER CENTER FOR PSYCHIATRY","Management & Supervision",22216
27459,"SUTTER CENTER FOR PSYCHIATRY","Technician & Specialist",85319
27460,"SUTTER CENTER FOR PSYCHIATRY","Registered Nurse",51490
27461,"SUTTER CENTER FOR PSYCHIATRY","Licensed Vocational Nurse",14699
27462,"SUTTER CENTER FOR PSYCHIATRY","Aides & Orderlies",45897
27463,"SUTTER CENTER FOR PSYCHIATRY","Clerical & Other Administrative",27320
27464,"SUTTER CENTER FOR PSYCHIATRY","Environmental & Food Services",26235
27465,"SUTTER CENTER FOR PSYCHIATRY","Other",7611
27466,"SUTTER CENTER FOR PSYCHIATRY","Contracted Registry Nursing",0
27467,"SUTTER CENTER FOR PSYCHIATRY","Contracted Other",0
27468,"SUTTER CENTER FOR PSYCHIATRY","Daily Cost Centers",121366
27469,"SUTTER CENTER FOR PSYCHIATRY","Ambulatory Cost Centers",22059
27470,"SUTTER CENTER FOR PSYCHIATRY","Ancillary Cost Centers",40615
27471,"SUTTER CENTER FOR PSYCHIATRY","Education Cost Centers",0
27472,"SUTTER CENTER FOR PSYCHIATRY","General Services Cost Centers",42176
27473,"SUTTER CENTER FOR PSYCHIATRY","Fiscal Services Cost Centers",908
27474,"SUTTER CENTER FOR PSYCHIATRY","Administrative Services Cost Centers",53663
27475,"HERITAGE OAKS HOSPITAL","Management & Supervision",52652
27476,"HERITAGE OAKS HOSPITAL","Licensed Vocational Nurse",4907
27477,"HERITAGE OAKS HOSPITAL","Aides & Orderlies",0
27478,"HERITAGE OAKS HOSPITAL","Clerical & Other Administrative",28071
27479,"HERITAGE OAKS HOSPITAL","Environmental & Food Services",30353
27480,"HERITAGE OAKS HOSPITAL","Other",57938
27481,"HERITAGE OAKS HOSPITAL","Contracted Registry Nursing",0
27482,"HERITAGE OAKS HOSPITAL","Contracted Other",0
27483,"HERITAGE OAKS HOSPITAL","Daily Cost Centers",192903
27484,"HERITAGE OAKS HOSPITAL","Ambulatory Cost Centers",50547
27485,"HERITAGE OAKS HOSPITAL","Ancillary Cost Centers",11269
27486,"HERITAGE OAKS HOSPITAL","Education Cost Centers",0
27487,"HERITAGE OAKS HOSPITAL","General Services Cost Centers",67301
27488,"HERITAGE OAKS HOSPITAL","Fiscal Services Cost Centers",39166
27489,"HERITAGE OAKS HOSPITAL","Administrative Services Cost Centers",58295
27490,"MERCY HOSPITAL - FOLSOM","Management & Supervision",78782
27491,"MERCY HOSPITAL - FOLSOM","Technician & Specialist",207147
27492,"MERCY HOSPITAL - FOLSOM","Registered Nurse",315248
27493,"MERCY HOSPITAL - FOLSOM","Licensed Vocational Nurse",4172
27494,"MERCY HOSPITAL - FOLSOM","Aides & Orderlies",22092
27495,"MERCY HOSPITAL - FOLSOM","Clerical & Other Administrative",141663
27496,"MERCY HOSPITAL - FOLSOM","Environmental & Food Services",116501
27497,"MERCY HOSPITAL - FOLSOM","Other",32025
27498,"MERCY HOSPITAL - FOLSOM","Contracted Registry Nursing",10292
27499,"MERCY HOSPITAL - FOLSOM","Contracted Other",21108
27500,"MERCY HOSPITAL - FOLSOM","Daily Cost Centers",276088
27501,"MERCY HOSPITAL - FOLSOM","Ambulatory Cost Centers",91302
27502,"MERCY HOSPITAL - FOLSOM","Ancillary Cost Centers",233370
27503,"MERCY HOSPITAL - FOLSOM","Education Cost Centers",0
27504,"MERCY HOSPITAL - FOLSOM","General Services Cost Centers",201050
27505,"MERCY HOSPITAL - FOLSOM","Fiscal Services Cost Centers",46964
27506,"MERCY HOSPITAL - FOLSOM","Administrative Services Cost Centers",100256
27507,"KINDRED HOSPITAL - SACRAMENTO","Management & Supervision",43213
27508,"KINDRED HOSPITAL - SACRAMENTO","Technician & Specialist",40544
27509,"KINDRED HOSPITAL - SACRAMENTO","Registered Nurse",76748
27510,"KINDRED HOSPITAL - SACRAMENTO","Licensed Vocational Nurse",21557
27511,"KINDRED HOSPITAL - SACRAMENTO","Aides & Orderlies",25598
27512,"KINDRED HOSPITAL - SACRAMENTO","Clerical & Other Administrative",14885
27513,"KINDRED HOSPITAL - SACRAMENTO","Environmental & Food Services",28142
27514,"KINDRED HOSPITAL - SACRAMENTO","Other",10070
27515,"KINDRED HOSPITAL - SACRAMENTO","Contracted Registry Nursing",0
27516,"KINDRED HOSPITAL - SACRAMENTO","Contracted Other",0
27517,"KINDRED HOSPITAL - SACRAMENTO","Daily Cost Centers",130736
27518,"KINDRED HOSPITAL - SACRAMENTO","Ambulatory Cost Centers",0
27519,"KINDRED HOSPITAL - SACRAMENTO","Ancillary Cost Centers",42698
27520,"KINDRED HOSPITAL - SACRAMENTO","Education Cost Centers",0
27521,"KINDRED HOSPITAL - SACRAMENTO","General Services Cost Centers",46822
27522,"KINDRED HOSPITAL - SACRAMENTO","Fiscal Services Cost Centers",12651
27523,"KINDRED HOSPITAL - SACRAMENTO","Administrative Services Cost Centers",27850
27524,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Management & Supervision",0
27525,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Technician & Specialist",0
27526,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Registered Nurse",0
27527,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Licensed Vocational Nurse",0
27528,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Aides & Orderlies",0
27529,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Clerical & Other Administrative",0
27530,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Environmental & Food Services",0
27531,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Other",0
27532,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Contracted Registry Nursing",0
27533,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Contracted Other",0
27534,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Daily Cost Centers",0
27535,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Ambulatory Cost Centers",0
27536,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Ancillary Cost Centers",0
27537,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Education Cost Centers",0
27538,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","General Services Cost Centers",0
27539,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Fiscal Services Cost Centers",0
27540,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA","Administrative Services Cost Centers",0
27541,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Management & Supervision",12344
27542,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Technician & Specialist",24823
27543,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Registered Nurse",694
27544,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Licensed Vocational Nurse",18276
27545,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Aides & Orderlies",0
27546,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Clerical & Other Administrative",6138
27547,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Environmental & Food Services",16595
27548,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Other",0
27549,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Contracted Registry Nursing",0
27550,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Contracted Other",0
27551,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Daily Cost Centers",53361
27552,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Ambulatory Cost Centers",0
27553,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Ancillary Cost Centers",0
27554,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Education Cost Centers",0
27555,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","General Services Cost Centers",17304
27556,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Fiscal Services Cost Centers",0
27557,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","Administrative Services Cost Centers",8205
27558,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Management & Supervision",6603
27559,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Technician & Specialist",12493
27560,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Registered Nurse",574
27561,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Licensed Vocational Nurse",9726
27562,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Aides & Orderlies",0
27563,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Clerical & Other Administrative",4730
27564,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Environmental & Food Services",6341
27565,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Other",196
27566,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Contracted Registry Nursing",0
27567,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Contracted Other",0
27568,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Daily Cost Centers",28908
27569,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Ambulatory Cost Centers",0
27570,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Ancillary Cost Centers",0
27571,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Education Cost Centers",0
27572,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","General Services Cost Centers",8062
27573,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Fiscal Services Cost Centers",0
27574,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","Administrative Services Cost Centers",3693
27575,"HAZEL HAWKINS MEMORIAL HOSPITAL","Management & Supervision",85179
27576,"HAZEL HAWKINS MEMORIAL HOSPITAL","Technician & Specialist",127254
27577,"HAZEL HAWKINS MEMORIAL HOSPITAL","Registered Nurse",162097
27578,"HAZEL HAWKINS MEMORIAL HOSPITAL","Licensed Vocational Nurse",31941
27579,"HAZEL HAWKINS MEMORIAL HOSPITAL","Aides & Orderlies",145433
27580,"HAZEL HAWKINS MEMORIAL HOSPITAL","Clerical & Other Administrative",165109
27581,"HAZEL HAWKINS MEMORIAL HOSPITAL","Environmental & Food Services",96944
27582,"HAZEL HAWKINS MEMORIAL HOSPITAL","Other",18220
27583,"HAZEL HAWKINS MEMORIAL HOSPITAL","Contracted Registry Nursing",11281
27584,"HAZEL HAWKINS MEMORIAL HOSPITAL","Contracted Other",71
27585,"HAZEL HAWKINS MEMORIAL HOSPITAL","Daily Cost Centers",245148
27586,"HAZEL HAWKINS MEMORIAL HOSPITAL","Ambulatory Cost Centers",120300
27587,"HAZEL HAWKINS MEMORIAL HOSPITAL","Ancillary Cost Centers",177054
27588,"HAZEL HAWKINS MEMORIAL HOSPITAL","Education Cost Centers",0
27589,"HAZEL HAWKINS MEMORIAL HOSPITAL","General Services Cost Centers",163967
27590,"HAZEL HAWKINS MEMORIAL HOSPITAL","Fiscal Services Cost Centers",76056
27591,"HAZEL HAWKINS MEMORIAL HOSPITAL","Administrative Services Cost Centers",61004
27592,"BEAR VALLEY COMMUNITY HOSPITAL","Management & Supervision",28947
27593,"BEAR VALLEY COMMUNITY HOSPITAL","Technician & Specialist",41432
27594,"BEAR VALLEY COMMUNITY HOSPITAL","Registered Nurse",38934
27595,"BEAR VALLEY COMMUNITY HOSPITAL","Licensed Vocational Nurse",12944
27596,"BEAR VALLEY COMMUNITY HOSPITAL","Aides & Orderlies",60121
27597,"BEAR VALLEY COMMUNITY HOSPITAL","Clerical & Other Administrative",81431
27598,"BEAR VALLEY COMMUNITY HOSPITAL","Environmental & Food Services",37506
27599,"BEAR VALLEY COMMUNITY HOSPITAL","Other",3704
27600,"BEAR VALLEY COMMUNITY HOSPITAL","Contracted Registry Nursing",268
27601,"BEAR VALLEY COMMUNITY HOSPITAL","Contracted Other",0
27602,"BEAR VALLEY COMMUNITY HOSPITAL","Daily Cost Centers",54913
27603,"BEAR VALLEY COMMUNITY HOSPITAL","Ambulatory Cost Centers",73851
27604,"BEAR VALLEY COMMUNITY HOSPITAL","Ancillary Cost Centers",47937
27605,"BEAR VALLEY COMMUNITY HOSPITAL","Education Cost Centers",0
27606,"BEAR VALLEY COMMUNITY HOSPITAL","General Services Cost Centers",46774
27607,"BEAR VALLEY COMMUNITY HOSPITAL","Fiscal Services Cost Centers",43228
27608,"BEAR VALLEY COMMUNITY HOSPITAL","Administrative Services Cost Centers",38134
27609,"CHINO VALLEY MEDICAL CENTER","Management & Supervision",44915
27610,"CHINO VALLEY MEDICAL CENTER","Technician & Specialist",336844
27611,"CHINO VALLEY MEDICAL CENTER","Registered Nurse",246513
27612,"CHINO VALLEY MEDICAL CENTER","Licensed Vocational Nurse",15503
27613,"CHINO VALLEY MEDICAL CENTER","Aides & Orderlies",54250
27614,"CHINO VALLEY MEDICAL CENTER","Clerical & Other Administrative",134432
27615,"CHINO VALLEY MEDICAL CENTER","Environmental & Food Services",69655
27616,"CHINO VALLEY MEDICAL CENTER","Other",26100
27617,"CHINO VALLEY MEDICAL CENTER","Contracted Registry Nursing",5329
27618,"CHINO VALLEY MEDICAL CENTER","Contracted Other",0
27619,"CHINO VALLEY MEDICAL CENTER","Daily Cost Centers",255486
27620,"CHINO VALLEY MEDICAL CENTER","Ambulatory Cost Centers",91780
27621,"CHINO VALLEY MEDICAL CENTER","Ancillary Cost Centers",208611
27622,"CHINO VALLEY MEDICAL CENTER","Education Cost Centers",51405
27623,"CHINO VALLEY MEDICAL CENTER","General Services Cost Centers",165770
27624,"CHINO VALLEY MEDICAL CENTER","Fiscal Services Cost Centers",58341
27625,"CHINO VALLEY MEDICAL CENTER","Administrative Services Cost Centers",102148
27626,"MONTCLAIR HOSPITAL MEDICAL CENTER","Management & Supervision",48030
27627,"MONTCLAIR HOSPITAL MEDICAL CENTER","Technician & Specialist",213701
27628,"MONTCLAIR HOSPITAL MEDICAL CENTER","Registered Nurse",198781
27629,"MONTCLAIR HOSPITAL MEDICAL CENTER","Licensed Vocational Nurse",21873
27630,"MONTCLAIR HOSPITAL MEDICAL CENTER","Aides & Orderlies",23936
27631,"MONTCLAIR HOSPITAL MEDICAL CENTER","Clerical & Other Administrative",85399
27632,"MONTCLAIR HOSPITAL MEDICAL CENTER","Environmental & Food Services",65039
27633,"MONTCLAIR HOSPITAL MEDICAL CENTER","Other",9833
27634,"MONTCLAIR HOSPITAL MEDICAL CENTER","Contracted Registry Nursing",1207
27635,"MONTCLAIR HOSPITAL MEDICAL CENTER","Contracted Other",0
27636,"MONTCLAIR HOSPITAL MEDICAL CENTER","Daily Cost Centers",192268
27637,"MONTCLAIR HOSPITAL MEDICAL CENTER","Ambulatory Cost Centers",55759
27638,"MONTCLAIR HOSPITAL MEDICAL CENTER","Ancillary Cost Centers",152027
27639,"MONTCLAIR HOSPITAL MEDICAL CENTER","Education Cost Centers",0
27640,"MONTCLAIR HOSPITAL MEDICAL CENTER","General Services Cost Centers",145990
27641,"MONTCLAIR HOSPITAL MEDICAL CENTER","Fiscal Services Cost Centers",51754
27642,"MONTCLAIR HOSPITAL MEDICAL CENTER","Administrative Services Cost Centers",70001
27643,"KAISER FOUNDATION HOSPITAL - FONTANA","Management & Supervision",0
27644,"KAISER FOUNDATION HOSPITAL - FONTANA","Technician & Specialist",0
27645,"KAISER FOUNDATION HOSPITAL - FONTANA","Registered Nurse",1781472
27646,"KAISER FOUNDATION HOSPITAL - FONTANA","Licensed Vocational Nurse",10365
27647,"KAISER FOUNDATION HOSPITAL - FONTANA","Aides & Orderlies",291908
27648,"KAISER FOUNDATION HOSPITAL - FONTANA","Clerical & Other Administrative",0
27649,"KAISER FOUNDATION HOSPITAL - FONTANA","Environmental & Food Services",0
27650,"KAISER FOUNDATION HOSPITAL - FONTANA","Other",2774000
27651,"KAISER FOUNDATION HOSPITAL - FONTANA","Contracted Registry Nursing",29094
27652,"KAISER FOUNDATION HOSPITAL - FONTANA","Contracted Other",382
27653,"KAISER FOUNDATION HOSPITAL - FONTANA","Daily Cost Centers",1674200
27654,"KAISER FOUNDATION HOSPITAL - FONTANA","Ambulatory Cost Centers",301159
27655,"KAISER FOUNDATION HOSPITAL - FONTANA","Ancillary Cost Centers",592457
27656,"KAISER FOUNDATION HOSPITAL - FONTANA","Education Cost Centers",62384
27657,"KAISER FOUNDATION HOSPITAL - FONTANA","General Services Cost Centers",1225835
27658,"KAISER FOUNDATION HOSPITAL - FONTANA","Fiscal Services Cost Centers",134830
27659,"KAISER FOUNDATION HOSPITAL - FONTANA","Administrative Services Cost Centers",896356
27660,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Management & Supervision",1166627
27661,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Technician & Specialist",4159558
27662,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Registered Nurse",5803476
27663,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Licensed Vocational Nurse",385218
27664,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Aides & Orderlies",1348976
27665,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Clerical & Other Administrative",1626044
27666,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Environmental & Food Services",1032071
27667,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Other",2230839
27668,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Contracted Registry Nursing",246291
27669,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Contracted Other",206241
27670,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Daily Cost Centers",5779890
27671,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Ambulatory Cost Centers",1694613
27672,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Ancillary Cost Centers",4220016
27673,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Education Cost Centers",1466907
27674,"LOMA LINDA UNIVERSITY MEDICAL CENTER","General Services Cost Centers",2815380
27675,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Fiscal Services Cost Centers",706422
27676,"LOMA LINDA UNIVERSITY MEDICAL CENTER","Administrative Services Cost Centers",1516969
27677,"MOUNTAINS COMMUNITY HOSPITAL","Management & Supervision",41029
27678,"MOUNTAINS COMMUNITY HOSPITAL","Technician & Specialist",39496
27679,"MOUNTAINS COMMUNITY HOSPITAL","Registered Nurse",25193
27680,"MOUNTAINS COMMUNITY HOSPITAL","Licensed Vocational Nurse",25198
27681,"MOUNTAINS COMMUNITY HOSPITAL","Aides & Orderlies",36876
27682,"MOUNTAINS COMMUNITY HOSPITAL","Clerical & Other Administrative",63513
27683,"MOUNTAINS COMMUNITY HOSPITAL","Environmental & Food Services",21027
27684,"MOUNTAINS COMMUNITY HOSPITAL","Other",4498
27685,"MOUNTAINS COMMUNITY HOSPITAL","Contracted Registry Nursing",0
27686,"MOUNTAINS COMMUNITY HOSPITAL","Contracted Other",464
27687,"MOUNTAINS COMMUNITY HOSPITAL","Daily Cost Centers",64079
27688,"MOUNTAINS COMMUNITY HOSPITAL","Ambulatory Cost Centers",30474
27689,"MOUNTAINS COMMUNITY HOSPITAL","Ancillary Cost Centers",53692
27690,"MOUNTAINS COMMUNITY HOSPITAL","Education Cost Centers",0
27691,"MOUNTAINS COMMUNITY HOSPITAL","General Services Cost Centers",38344
27692,"MOUNTAINS COMMUNITY HOSPITAL","Fiscal Services Cost Centers",44995
27693,"MOUNTAINS COMMUNITY HOSPITAL","Administrative Services Cost Centers",25710
27694,"KINDRED HOSPITAL ONTARIO","Management & Supervision",104051
27695,"KINDRED HOSPITAL ONTARIO","Technician & Specialist",102340
27696,"KINDRED HOSPITAL ONTARIO","Registered Nurse",132568
27697,"KINDRED HOSPITAL ONTARIO","Licensed Vocational Nurse",72681
27698,"KINDRED HOSPITAL ONTARIO","Aides & Orderlies",0
27699,"KINDRED HOSPITAL ONTARIO","Clerical & Other Administrative",78070
27700,"KINDRED HOSPITAL ONTARIO","Environmental & Food Services",40895
27701,"KINDRED HOSPITAL ONTARIO","Other",0
27702,"KINDRED HOSPITAL ONTARIO","Contracted Registry Nursing",96
27703,"KINDRED HOSPITAL ONTARIO","Contracted Other",155
27704,"KINDRED HOSPITAL ONTARIO","Daily Cost Centers",271246
27705,"KINDRED HOSPITAL ONTARIO","Ambulatory Cost Centers",13685
27706,"KINDRED HOSPITAL ONTARIO","Ancillary Cost Centers",113113
27707,"KINDRED HOSPITAL ONTARIO","Education Cost Centers",0
27708,"KINDRED HOSPITAL ONTARIO","General Services Cost Centers",67321
27709,"KINDRED HOSPITAL ONTARIO","Fiscal Services Cost Centers",12250
27710,"KINDRED HOSPITAL ONTARIO","Administrative Services Cost Centers",53241
27711,"REDLANDS COMMUNITY HOSPITAL","Management & Supervision",152144
27712,"REDLANDS COMMUNITY HOSPITAL","Technician & Specialist",787375
27713,"REDLANDS COMMUNITY HOSPITAL","Registered Nurse",774025
27714,"REDLANDS COMMUNITY HOSPITAL","Licensed Vocational Nurse",89060
